material,weight_capacity,fragility,recyclability,co2_score,strength,biodegradability
Plastic,1025,Low,1,2.152,5.125,2
Glass,650,Medium,1,0.975,3.25,6
Paper,626,Low,1,0.563,3.13,9
Paper,659,Low,0,0.593,3.295,9
Glass,1625,Medium,1,2.438,8.125,6
Glass,980,Low,1,1.47,4.9,6
Plastic,275,Medium,1,0.578,1.375,2
Ceramic,298,High,1,0.358,1.49,5
Ceramic,475,Low,1,0.57,2.375,5
Metal,617,Low,0,1.111,3.085,5
Glass,500,Medium,0,0.75,2.5,6
Paper,918,High,1,0.826,4.59,9
Metal,106,Medium,1,0.191,0.53,5
Metal,193,Low,1,0.347,0.965,5
Paper,929,High,1,0.836,4.645,9
Bioplastic,1031,Medium,1,0.722,5.155,7
Glass,105,Medium,1,0.158,0.525,6
Ceramic,695,High,0,0.834,3.475,5
Paper,1220,Medium,0,1.098,6.1,9
Bioplastic,1211,Low,0,0.848,6.055,7
Glass,893,High,1,1.339,4.465,6
Paper,1829,Medium,1,1.646,9.145,9
Ceramic,886,High,1,1.063,4.43,5
Metal,778,Medium,1,1.4,3.89,5
Plastic,742,Medium,1,1.558,3.71,2
Ceramic,945,Low,1,1.134,4.725,5
Glass,172,Low,1,0.258,0.86,6
Plastic,144,Low,0,0.302,0.72,2
Glass,380,Low,1,0.57,1.9,6
Glass,942,Medium,0,1.413,4.71,6
Glass,1783,Low,1,2.675,8.915,6
Ceramic,1630,Low,1,1.956,8.15,5
Plastic,725,Medium,0,1.522,3.625,2
Ceramic,315,Medium,1,0.378,1.575,5
Bioplastic,548,High,1,0.384,2.74,7
Paper,610,Low,1,0.549,3.05,9
Glass,1592,High,1,2.388,7.96,6
Ceramic,161,Medium,0,0.193,0.805,5
Bioplastic,1575,Medium,1,1.103,7.875,7
Glass,583,Low,1,0.875,2.915,6
Metal,874,Medium,1,1.573,4.37,5
Bioplastic,1417,Low,1,0.992,7.085,7
Glass,1178,Low,1,1.767,5.89,6
Metal,207,High,1,0.373,1.035,5
Plastic,1540,High,1,3.234,7.7,2
Paper,147,Medium,1,0.132,0.735,9
Metal,1822,Medium,0,3.28,9.11,5
Plastic,1550,Low,1,3.255,7.75,2
Plastic,397,Medium,0,0.834,1.985,2
Ceramic,1001,Low,1,1.201,5.005,5
Ceramic,1286,Medium,1,1.543,6.43,5
Glass,980,Medium,0,1.47,4.9,6
Metal,628,Medium,1,1.13,3.14,5
Glass,615,Medium,1,0.922,3.075,6
Glass,871,Low,0,1.306,4.355,6
Paper,1632,Low,1,1.469,8.16,9
Bioplastic,1341,Low,1,0.939,6.705,7
Plastic,438,Low,1,0.92,2.19,2
Glass,1421,Low,1,2.131,7.105,6
Bioplastic,213,High,1,0.149,1.065,7
Paper,1402,Low,1,1.262,7.01,9
Paper,1825,Low,1,1.643,9.125,9
Metal,1537,High,1,2.767,7.685,5
Glass,450,Medium,1,0.675,2.25,6
Metal,1762,Medium,1,3.172,8.81,5
Plastic,1990,Medium,1,4.179,9.95,2
Glass,1320,High,1,1.98,6.6,6
Metal,1868,High,1,3.362,9.34,5
Ceramic,761,High,0,0.913,3.805,5
Ceramic,1702,Medium,0,2.042,8.51,5
Bioplastic,182,High,1,0.127,0.91,7
Plastic,1040,Low,1,2.184,5.2,2
Plastic,562,Medium,0,1.18,2.81,2
Ceramic,1637,High,1,1.964,8.185,5
Metal,1203,Low,1,2.165,6.015,5
Glass,1377,Medium,1,2.066,6.885,6
Plastic,359,Medium,1,0.754,1.795,2
Paper,133,High,1,0.12,0.665,9
Glass,1820,Low,1,2.73,9.1,6
Plastic,841,Medium,0,1.766,4.205,2
Plastic,590,Medium,1,1.239,2.95,2
Paper,1560,Low,1,1.404,7.8,9
Bioplastic,337,High,1,0.236,1.685,7
Glass,1352,High,1,2.028,6.76,6
Glass,408,Medium,1,0.612,2.04,6
Glass,1440,Low,1,2.16,7.2,6
Metal,1352,Medium,1,2.434,6.76,5
Glass,804,Low,0,1.206,4.02,6
Metal,787,Medium,1,1.417,3.935,5
Ceramic,684,Medium,1,0.821,3.42,5
Glass,828,High,1,1.242,4.14,6
Metal,396,Low,1,0.713,1.98,5
Ceramic,988,Low,1,1.186,4.94,5
Bioplastic,1595,Low,1,1.117,7.975,7
Ceramic,1901,Medium,1,2.281,9.505,5
Paper,1262,Low,1,1.136,6.31,9
Ceramic,1809,Low,1,2.171,9.045,5
Plastic,240,Low,1,0.504,1.2,2
Plastic,855,Low,0,1.796,4.275,2
Paper,378,Medium,1,0.34,1.89,9
Paper,868,Medium,1,0.781,4.34,9
Ceramic,1566,Medium,1,1.879,7.83,5
Ceramic,1566,Low,1,1.879,7.83,5
Bioplastic,259,High,1,0.181,1.295,7
Glass,1075,Medium,1,1.613,5.375,6
Plastic,1721,Medium,1,3.614,8.605,2
Plastic,1527,Medium,0,3.207,7.635,2
Ceramic,857,High,1,1.028,4.285,5
Ceramic,1045,Medium,1,1.254,5.225,5
Paper,690,High,1,0.621,3.45,9
Glass,755,Medium,1,1.133,3.775,6
Ceramic,1866,Medium,1,2.239,9.33,5
Paper,710,High,1,0.639,3.55,9
Ceramic,1982,High,1,2.378,9.91,5
Metal,1487,Medium,0,2.677,7.435,5
Glass,1115,Low,0,1.673,5.575,6
Paper,1902,Low,0,1.712,9.51,9
Glass,1853,Medium,1,2.78,9.265,6
Glass,1695,Low,1,2.542,8.475,6
Plastic,410,Low,1,0.861,2.05,2
Glass,1931,Medium,1,2.897,9.655,6
Plastic,690,Medium,1,1.449,3.45,2
Glass,1041,Low,0,1.562,5.205,6
Paper,600,Medium,1,0.54,3,9
Glass,707,Medium,1,1.06,3.535,6
Ceramic,1507,Low,1,1.808,7.535,5
Bioplastic,1010,High,1,0.707,5.05,7
Ceramic,762,High,1,0.914,3.81,5
Paper,1184,High,1,1.066,5.92,9
Bioplastic,1061,Low,1,0.743,5.305,7
Ceramic,188,Low,1,0.226,0.94,5
Ceramic,463,High,1,0.556,2.315,5
Metal,304,Medium,1,0.547,1.52,5
Metal,298,Medium,1,0.536,1.49,5
Metal,1153,High,1,2.075,5.765,5
Glass,812,Medium,1,1.218,4.06,6
Bioplastic,1848,Medium,1,1.294,9.24,7
Plastic,333,Medium,1,0.699,1.665,2
Plastic,1827,Medium,1,3.837,9.135,2
Metal,1163,High,1,2.093,5.815,5
Ceramic,289,Low,0,0.347,1.445,5
Metal,100,Low,1,0.18,0.5,5
Paper,284,Low,1,0.256,1.42,9
Ceramic,1939,Low,0,2.327,9.695,5
Metal,205,High,0,0.369,1.025,5
Bioplastic,673,Low,0,0.471,3.365,7
Metal,1187,Medium,1,2.137,5.935,5
Plastic,1785,Low,1,3.748,8.925,2
Bioplastic,1050,Medium,1,0.735,5.25,7
Paper,1845,Medium,1,1.661,9.225,9
Ceramic,1484,Medium,1,1.781,7.42,5
Ceramic,1947,Medium,0,2.336,9.735,5
Metal,224,High,1,0.403,1.12,5
Plastic,1632,Medium,1,3.427,8.16,2
Bioplastic,1655,Medium,1,1.159,8.275,7
Metal,1502,Low,1,2.704,7.51,5
Plastic,148,Medium,1,0.311,0.74,2
Paper,1599,Low,1,1.439,7.995,9
Metal,1212,Low,1,2.182,6.06,5
Ceramic,830,Low,1,0.996,4.15,5
Paper,115,Medium,1,0.103,0.575,9
Metal,116,High,0,0.209,0.58,5
Bioplastic,399,Low,1,0.279,1.995,7
Metal,804,Medium,0,1.447,4.02,5
Ceramic,1778,Low,1,2.134,8.89,5
Glass,1402,High,1,2.103,7.01,6
Metal,391,Low,1,0.704,1.955,5
Ceramic,130,Medium,1,0.156,0.65,5
Glass,190,Medium,1,0.285,0.95,6
Paper,1929,Low,1,1.736,9.645,9
Paper,426,Medium,1,0.383,2.13,9
Bioplastic,675,Low,1,0.472,3.375,7
Plastic,1629,Low,1,3.421,8.145,2
Plastic,724,Medium,1,1.52,3.62,2
Glass,1931,Medium,1,2.897,9.655,6
Bioplastic,240,Low,1,0.168,1.2,7
Glass,1660,Low,1,2.49,8.3,6
Bioplastic,790,Low,0,0.553,3.95,7
Glass,1214,Low,1,1.821,6.07,6
Glass,1507,Medium,1,2.26,7.535,6
Bioplastic,1035,Medium,1,0.725,5.175,7
Glass,1661,Medium,1,2.491,8.305,6
Glass,1511,Low,0,2.267,7.555,6
Ceramic,1091,Medium,1,1.309,5.455,5
Metal,1838,Medium,1,3.308,9.19,5
Ceramic,527,Low,1,0.632,2.635,5
Metal,206,Medium,1,0.371,1.03,5
Ceramic,225,Medium,1,0.27,1.125,5
Paper,469,Medium,1,0.422,2.345,9
Metal,767,Medium,1,1.381,3.835,5
Metal,429,Medium,1,0.772,2.145,5
Plastic,132,Medium,1,0.277,0.66,2
Paper,144,Medium,1,0.13,0.72,9
Ceramic,654,Low,1,0.785,3.27,5
Metal,977,Medium,1,1.759,4.885,5
Metal,1587,Low,1,2.857,7.935,5
Ceramic,873,High,1,1.048,4.365,5
Bioplastic,1254,Medium,1,0.878,6.27,7
Bioplastic,1690,Medium,1,1.183,8.45,7
Ceramic,832,Medium,1,0.998,4.16,5
Paper,127,Low,1,0.114,0.635,9
Metal,448,Low,1,0.806,2.24,5
Plastic,1215,Medium,1,2.551,6.075,2
Plastic,1914,Low,1,4.019,9.57,2
Paper,1680,Low,1,1.512,8.4,9
Paper,588,Medium,0,0.529,2.94,9
Paper,1021,Medium,1,0.919,5.105,9
Bioplastic,496,Medium,1,0.347,2.48,7
Ceramic,539,Medium,1,0.647,2.695,5
Paper,1241,High,1,1.117,6.205,9
Paper,1697,Medium,1,1.527,8.485,9
Glass,1812,Medium,1,2.718,9.06,6
Metal,1060,Low,0,1.908,5.3,5
Paper,1721,Low,1,1.549,8.605,9
Glass,976,Medium,1,1.464,4.88,6
Ceramic,1097,Low,1,1.316,5.485,5
Ceramic,115,High,1,0.138,0.575,5
Ceramic,1889,Low,1,2.267,9.445,5
Metal,1728,Medium,1,3.11,8.64,5
Ceramic,1839,Medium,1,2.207,9.195,5
Plastic,304,High,1,0.638,1.52,2
Paper,1063,High,0,0.957,5.315,9
Metal,1247,Low,1,2.245,6.235,5
Paper,496,Low,1,0.446,2.48,9
Glass,271,High,0,0.406,1.355,6
Plastic,561,Low,1,1.178,2.805,2
Glass,522,Medium,1,0.783,2.61,6
Ceramic,1048,High,1,1.258,5.24,5
Metal,795,Low,1,1.431,3.975,5
Glass,910,Medium,1,1.365,4.55,6
Paper,529,Low,1,0.476,2.645,9
Paper,546,Low,1,0.491,2.73,9
Ceramic,338,Medium,1,0.406,1.69,5
Bioplastic,330,Medium,1,0.231,1.65,7
Glass,907,High,1,1.361,4.535,6
Bioplastic,1676,Low,1,1.173,8.38,7
Glass,390,High,0,0.585,1.95,6
Ceramic,1102,Medium,1,1.322,5.51,5
Bioplastic,1298,Low,1,0.909,6.49,7
Bioplastic,588,Medium,1,0.412,2.94,7
Ceramic,1100,Low,0,1.32,5.5,5
Ceramic,1990,Low,1,2.388,9.95,5
Glass,1143,Low,1,1.714,5.715,6
Plastic,1375,Medium,0,2.888,6.875,2
Metal,830,Low,1,1.494,4.15,5
Paper,1339,Low,1,1.205,6.695,9
Plastic,1716,Medium,1,3.604,8.58,2
Ceramic,561,Low,1,0.673,2.805,5
Ceramic,1144,Medium,1,1.373,5.72,5
Glass,251,High,1,0.377,1.255,6
Ceramic,480,High,1,0.576,2.4,5
Glass,830,Medium,1,1.245,4.15,6
Ceramic,165,Low,1,0.198,0.825,5
Paper,1227,Medium,1,1.104,6.135,9
Bioplastic,1898,High,1,1.329,9.49,7
Ceramic,1417,Low,0,1.7,7.085,5
Ceramic,279,High,1,0.335,1.395,5
Plastic,807,Medium,0,1.695,4.035,2
Paper,1377,Medium,0,1.239,6.885,9
Glass,1354,High,1,2.031,6.77,6
Bioplastic,230,Low,1,0.161,1.15,7
Metal,945,Low,1,1.701,4.725,5
Glass,596,Low,1,0.894,2.98,6
Paper,1496,Medium,1,1.346,7.48,9
Glass,1668,Low,0,2.502,8.34,6
Plastic,1567,Medium,0,3.291,7.835,2
Ceramic,1604,Medium,1,1.925,8.02,5
Bioplastic,1558,High,1,1.091,7.79,7
Plastic,472,Medium,0,0.991,2.36,2
Plastic,1603,Low,1,3.366,8.015,2
Bioplastic,335,Medium,1,0.234,1.675,7
Ceramic,1727,Low,0,2.072,8.635,5
Ceramic,373,Medium,0,0.448,1.865,5
Bioplastic,1452,Low,1,1.016,7.26,7
Bioplastic,1455,Medium,0,1.018,7.275,7
Bioplastic,486,Low,1,0.34,2.43,7
Bioplastic,1593,Medium,1,1.115,7.965,7
Metal,996,Medium,0,1.793,4.98,5
Paper,207,Medium,1,0.186,1.035,9
Paper,503,Medium,1,0.453,2.515,9
Metal,342,Low,1,0.616,1.71,5
Glass,1679,Low,1,2.518,8.395,6
Ceramic,153,Low,1,0.184,0.765,5
Ceramic,1223,Low,0,1.468,6.115,5
Ceramic,833,Medium,1,1,4.165,5
Bioplastic,777,Low,0,0.544,3.885,7
Metal,104,Medium,1,0.187,0.52,5
Glass,390,Low,1,0.585,1.95,6
Bioplastic,1885,Low,1,1.319,9.425,7
Metal,1900,Medium,1,3.42,9.5,5
Paper,267,Medium,0,0.24,1.335,9
Ceramic,871,Low,1,1.045,4.355,5
Paper,401,Medium,1,0.361,2.005,9
Ceramic,852,Medium,1,1.022,4.26,5
Bioplastic,1453,High,1,1.017,7.265,7
Ceramic,1331,Medium,1,1.597,6.655,5
Bioplastic,840,Low,0,0.588,4.2,7
Metal,530,Low,0,0.954,2.65,5
Glass,654,Medium,1,0.981,3.27,6
Paper,1789,Medium,1,1.61,8.945,9
Glass,1018,Medium,0,1.527,5.09,6
Metal,1130,Medium,1,2.034,5.65,5
Ceramic,870,Medium,1,1.044,4.35,5
Bioplastic,537,Low,1,0.376,2.685,7
Ceramic,855,Low,1,1.026,4.275,5
Paper,521,High,1,0.469,2.605,9
Bioplastic,1744,Medium,1,1.221,8.72,7
Metal,1480,Medium,1,2.664,7.4,5
Glass,967,High,1,1.45,4.835,6
