material,weight_capacity,fragility,recyclability,co2_score,strength,biodegradability,co2_impact_index,eco_score
Metal,653,Low,0,1.175,3.265,5,0.0017993874425727412,3.825
Glass,1655,Medium,1,2.482,8.275,6,0.0014996978851963747,4.518
Bioplastic,1195,High,1,0.837,5.975,7,0.0007004184100418409,7.163
Plastic,1616,High,0,3.394,8.08,2,0.0021002475247524754,-1.3940000000000001
Plastic,1356,High,0,2.848,6.78,2,0.0021002949852507373,-0.8479999999999999
Ceramic,1817,High,1,2.18,9.085,5,0.0011997798569069896,3.82
Bioplastic,1272,Low,0,0.89,6.36,7,0.000699685534591195,6.11
Metal,701,High,0,1.262,3.505,5,0.0018002853067047076,3.738
Metal,1176,High,1,2.117,5.88,5,0.0018001700680272108,3.883
Metal,1123,High,1,2.021,5.615,5,0.0017996438112199465,3.979
Paper,559,Low,1,0.503,2.795,9,0.0008998211091234347,9.497
Ceramic,1942,Low,1,2.33,9.71,5,0.001199794026776519,3.67
Bioplastic,939,Low,1,0.657,4.695,7,0.0006996805111821086,7.343
Bioplastic,796,Medium,1,0.557,3.98,7,0.000699748743718593,7.443
Ceramic,1435,Low,1,1.722,7.175,5,0.0012,4.2780000000000005
Metal,227,Medium,1,0.409,1.135,5,0.0018017621145374448,5.591
Metal,1620,High,1,2.916,8.1,5,0.0018,3.084
Metal,1456,Medium,1,2.621,7.28,5,0.0018001373626373627,3.379
Plastic,727,Medium,1,1.527,3.635,2,0.0021004126547455293,1.473
Metal,1751,High,1,3.152,8.755,5,0.0018001142204454599,2.848
Plastic,1827,Medium,0,3.837,9.135,2,0.0021001642036124796,-1.8370000000000002
Paper,1667,Low,0,1.5,8.335,9,0.0008998200359928015,7.5
Metal,1264,Low,1,2.275,6.32,5,0.0017998417721518986,3.725
Bioplastic,1876,Low,1,1.313,9.38,7,0.0006998933901918976,6.687
Plastic,487,Low,1,1.023,2.435,2,0.0021006160164271045,1.977
Metal,1189,High,1,2.14,5.945,5,0.0017998317914213627,3.86
Ceramic,1871,Low,1,2.245,9.355,5,0.0011998931052912881,3.755
Plastic,1619,Medium,1,3.4,8.095,2,0.0021000617665225445,-0.3999999999999999
Ceramic,1145,Medium,1,1.374,5.725,5,0.0012000000000000001,4.6259999999999994
Bioplastic,1217,Medium,1,0.852,6.085,7,0.0007000821692686934,7.148
Ceramic,1313,Medium,1,1.576,6.565,5,0.0012003046458492004,4.4239999999999995
Glass,1756,Medium,0,2.634,8.78,6,0.0015,3.366
Bioplastic,302,Medium,1,0.211,1.51,7,0.0006986754966887417,7.789
Glass,150,Medium,1,0.225,0.75,6,0.0015,6.775
Plastic,1304,Medium,1,2.738,6.52,2,0.0020996932515337423,0.262
Plastic,1014,Low,1,2.129,5.07,2,0.0020996055226824455,0.871
Bioplastic,1446,Low,1,1.012,7.23,7,0.0006998616874135547,6.9879999999999995
Glass,990,Medium,1,1.485,4.95,6,0.0015,5.515
Bioplastic,1276,Medium,1,0.893,6.38,7,0.0006998432601880878,7.107
Ceramic,1061,Medium,1,1.273,5.305,5,0.0011998114985862394,4.727
Plastic,1647,High,1,3.459,8.235,2,0.002100182149362477,-0.4590000000000001
Metal,166,Medium,1,0.299,0.83,5,0.0018012048192771084,5.701
Ceramic,1160,High,1,1.392,5.8,5,0.0012,4.6080000000000005
Glass,1847,Low,1,2.771,9.235,6,0.0015002707092582567,4.229
Plastic,1584,High,1,3.326,7.92,2,0.0020997474747474747,-0.32600000000000007
Ceramic,860,Low,1,1.032,4.3,5,0.0012000000000000001,4.968
Paper,231,High,1,0.208,1.155,9,0.0009004329004329004,9.792
Metal,810,Medium,1,1.458,4.05,5,0.0018,4.542
Bioplastic,1015,Medium,1,0.711,5.075,7,0.0007004926108374384,7.289
Bioplastic,1091,Low,1,0.764,5.455,7,0.0007002749770852429,7.236
Bioplastic,248,Medium,1,0.174,1.24,7,0.0007016129032258064,7.826
Paper,384,Medium,1,0.346,1.92,9,0.0009010416666666666,9.654
Paper,1001,High,1,0.901,5.005,9,0.0009000999000999001,9.099
Bioplastic,136,Medium,1,0.095,0.68,7,0.0006985294117647059,7.905
Glass,684,Medium,1,1.026,3.42,6,0.0015,5.974
Ceramic,1577,Low,1,1.892,7.885,5,0.0011997463538363981,4.1080000000000005
Metal,1605,Low,1,2.889,8.025,5,0.0018,3.111
Paper,1386,High,1,1.247,6.93,9,0.0008997113997113998,8.753
Plastic,377,High,1,0.792,1.885,2,0.00210079575596817,2.208
Bioplastic,284,Low,1,0.199,1.42,7,0.0007007042253521127,7.801
Plastic,207,Low,1,0.435,1.035,2,0.002101449275362319,2.565
Paper,1996,High,1,1.796,9.98,9,0.0008997995991983968,8.204
Metal,424,Low,0,0.763,2.12,5,0.0017995283018867926,4.237
Paper,229,Medium,1,0.206,1.145,9,0.0008995633187772926,9.794
Glass,963,High,1,1.444,4.815,6,0.0014994807892004154,5.556
Bioplastic,1099,Low,1,0.769,5.495,7,0.0006997270245677889,7.231
Bioplastic,631,Medium,1,0.442,3.155,7,0.0007004754358161648,7.558
Paper,436,Medium,1,0.392,2.18,9,0.0008990825688073395,9.608
Paper,1409,Low,1,1.268,7.045,9,0.0008999290276792051,8.732
Bioplastic,1022,Medium,0,0.715,5.11,7,0.0006996086105675146,6.285
Bioplastic,800,Low,0,0.56,4.0,7,0.0007000000000000001,6.4399999999999995
Ceramic,1595,Low,0,1.914,7.975,5,0.0012,3.0860000000000003
Glass,219,Medium,1,0.329,1.095,6,0.001502283105022831,6.671
Bioplastic,443,Low,1,0.31,2.215,7,0.0006997742663656885,7.69
Ceramic,1036,Low,1,1.243,5.18,5,0.00119980694980695,4.757
Metal,1802,Low,1,3.244,9.01,5,0.001800221975582686,2.756
Plastic,1914,Low,1,4.019,9.57,2,0.002099791013584117,-1.0190000000000001
Paper,503,Low,1,0.453,2.515,9,0.000900596421471173,9.547
Paper,135,High,1,0.121,0.675,9,0.0008962962962962963,9.879
Glass,1537,Low,1,2.305,7.685,6,0.0014996746909564087,4.695
Metal,1281,Medium,1,2.306,6.405,5,0.0018001561280249806,3.694
Paper,1042,High,1,0.938,5.21,9,0.0009001919385796545,9.062
Paper,1293,Medium,1,1.164,6.465,9,0.0009002320185614849,8.836
Plastic,1658,Medium,1,3.482,8.29,2,0.0021001206272617612,-0.4820000000000002
Paper,1259,High,1,1.133,6.295,9,0.0008999205718824464,8.867
Plastic,1141,Medium,0,2.396,5.705,2,0.002099912357581069,-0.3959999999999999
Plastic,511,Medium,1,1.073,2.555,2,0.0020998043052837573,1.927
Plastic,184,Low,1,0.386,0.92,2,0.002097826086956522,2.614
Plastic,1515,High,1,3.182,7.575,2,0.0021003300330033003,-0.18199999999999994
Paper,332,Low,1,0.299,1.66,9,0.0009006024096385542,9.701
Paper,827,Medium,1,0.744,4.135,9,0.0008996372430471584,9.256
Glass,1232,Low,1,1.848,6.16,6,0.0015,5.152
Plastic,1741,Medium,1,3.656,8.705,2,0.002099942561746123,-0.6560000000000001
Ceramic,1188,Medium,1,1.426,5.94,5,0.0012003367003367003,4.574
Paper,991,Medium,0,0.892,4.955,9,0.0009001009081735621,8.108
Bioplastic,750,High,1,0.525,3.75,7,0.0007,7.475
Ceramic,1314,High,1,1.577,6.57,5,0.001200152207001522,4.423
Metal,1973,Low,1,3.551,9.865,5,0.0017997972630511912,2.449
Ceramic,625,Low,1,0.75,3.125,5,0.0012,5.25
Ceramic,592,Medium,1,0.71,2.96,5,0.0011993243243243242,5.29
Bioplastic,248,Medium,1,0.174,1.24,7,0.0007016129032258064,7.826
Metal,1761,Low,0,3.17,8.805,5,0.0018001135718341851,1.83
Ceramic,1359,Medium,1,1.631,6.795,5,0.0012001471670345842,4.369
Ceramic,1698,High,1,2.038,8.49,5,0.0012002355712603062,3.962
Glass,745,Low,0,1.117,3.725,6,0.0014993288590604028,4.883
Ceramic,634,Low,1,0.761,3.17,5,0.0012003154574132492,5.239
Glass,1680,High,1,2.52,8.4,6,0.0015,4.48
Ceramic,922,High,1,1.106,4.61,5,0.0011995661605206074,4.894
Paper,1970,Medium,1,1.773,9.85,9,0.0009,8.227
Plastic,1386,Low,1,2.911,6.93,2,0.0021002886002886,0.08899999999999997
Ceramic,1119,Medium,1,1.343,5.595,5,0.0012001787310098302,4.657
Paper,1833,Low,1,1.65,9.165,9,0.0009001636661211129,8.35
Glass,1167,Low,1,1.75,5.835,6,0.0014995715509854327,5.25
Plastic,782,Medium,1,1.642,3.91,2,0.0020997442455242964,1.358
Ceramic,736,Low,0,0.883,3.68,5,0.0011997282608695653,4.117
Plastic,1447,Medium,0,3.039,7.235,2,0.002100207325501037,-1.0390000000000001
Glass,1484,High,1,2.226,7.42,6,0.0015,4.774
Metal,132,Medium,1,0.238,0.66,5,0.0018030303030303028,5.7620000000000005
Ceramic,720,High,1,0.864,3.6,5,0.0012,5.136
Paper,159,Medium,1,0.143,0.795,9,0.0008993710691823899,9.857
Paper,766,Low,1,0.689,3.83,9,0.0008994778067885116,9.311
Ceramic,1243,Low,1,1.492,6.215,5,0.0012003218020917136,4.508
Plastic,461,Medium,0,0.968,2.305,2,0.0020997830802603036,1.032
Metal,645,High,1,1.161,3.225,5,0.0018,4.839
Glass,1860,High,1,2.79,9.3,6,0.0015,4.21
Paper,1426,Low,1,1.283,7.13,9,0.000899719495091164,8.717
Metal,588,Medium,0,1.058,2.94,5,0.0017993197278911566,3.942
Metal,1606,High,1,2.891,8.03,5,0.0018001245330012453,3.109
Bioplastic,1579,Medium,1,1.105,7.895,7,0.0006998100063331222,6.895
Glass,502,Medium,1,0.753,2.51,6,0.0015,6.247
Ceramic,1051,High,0,1.261,5.255,5,0.0011998097050428163,3.739
Plastic,1935,Low,1,4.064,9.675,2,0.0021002583979328167,-1.064
Metal,967,Medium,1,1.741,4.835,5,0.001800413650465357,4.259
Paper,1419,Low,1,1.277,7.095,9,0.0008999295278365045,8.723
Bioplastic,1311,Medium,1,0.918,6.555,7,0.0007002288329519452,7.082
Ceramic,584,Medium,1,0.701,2.92,5,0.0012003424657534246,5.299
Paper,392,Low,1,0.353,1.96,9,0.0009005102040816327,9.647
Bioplastic,1322,Medium,0,0.925,6.61,7,0.0006996974281391831,6.075
Metal,343,Low,0,0.617,1.715,5,0.0017988338192419825,4.383
Plastic,1034,Medium,1,2.171,5.17,2,0.002099613152804642,0.8290000000000002
Glass,1124,Low,1,1.686,5.62,6,0.0015,5.314
Plastic,1046,Medium,1,2.197,5.23,2,0.00210038240917782,0.8029999999999999
Bioplastic,380,Medium,0,0.266,1.9,7,0.0007,6.734
Bioplastic,1562,Low,1,1.093,7.81,7,0.0006997439180537772,6.907
Ceramic,1555,Medium,1,1.866,7.775,5,0.0012000000000000001,4.134
Glass,873,Medium,0,1.31,4.365,6,0.0015005727376861398,4.6899999999999995
Paper,1587,High,1,1.428,7.935,9,0.0008998109640831757,8.572
Bioplastic,1103,Medium,0,0.772,5.515,7,0.000699909338168631,6.228
Plastic,393,Low,0,0.825,1.965,2,0.0020992366412213737,1.175
Glass,1204,Medium,1,1.806,6.02,6,0.0015,5.194
Bioplastic,105,High,0,0.073,0.525,7,0.0006952380952380952,6.927
Ceramic,350,High,1,0.42,1.75,5,0.0012,5.58
Ceramic,1388,High,1,1.666,6.94,5,0.0012002881844380402,4.334
Bioplastic,492,Medium,1,0.344,2.46,7,0.0006991869918699186,7.656
Metal,1728,Low,1,3.11,8.64,5,0.0017997685185185185,2.89
Bioplastic,568,Low,1,0.398,2.84,7,0.0007007042253521127,7.602
Bioplastic,1121,High,1,0.785,5.605,7,0.0007002676181980375,7.215
Metal,632,Medium,1,1.138,3.16,5,0.0018006329113924048,4.862
Metal,1066,Low,0,1.919,5.33,5,0.001800187617260788,3.081
Plastic,275,Low,1,0.578,1.375,2,0.0021018181818181817,2.422
Metal,1511,Medium,1,2.72,7.555,5,0.0018001323626737262,3.28
Glass,1075,Low,1,1.613,5.375,6,0.0015004651162790698,5.3870000000000005
Glass,1439,Low,0,2.159,7.195,6,0.0015003474635163308,3.841
Glass,156,High,0,0.234,0.78,6,0.0015,5.766
Paper,1309,Low,1,1.178,6.545,9,0.0008999236058059587,8.822
Ceramic,503,Low,1,0.604,2.515,5,0.0012007952286282307,5.396
Glass,1459,Medium,1,2.188,7.295,6,0.0014996572995202196,4.811999999999999
Bioplastic,1992,Low,1,1.394,9.96,7,0.0006997991967871485,6.606
Bioplastic,680,High,1,0.476,3.4,7,0.0007,7.524
Ceramic,1142,Low,1,1.37,5.71,5,0.0011996497373029772,4.63
Glass,1360,Medium,0,2.04,6.8,6,0.0015,3.96
Bioplastic,986,Medium,1,0.69,4.93,7,0.0006997971602434077,7.3100000000000005
Plastic,713,Medium,1,1.497,3.565,2,0.0020995792426367465,1.503
Paper,1891,Low,1,1.702,9.455,9,0.0009000528820729772,8.298
Glass,433,Medium,0,0.649,2.165,6,0.0014988452655889145,5.351
Metal,1014,Low,0,1.825,5.07,5,0.0017998027613412228,3.175
Bioplastic,1895,High,1,1.327,9.475,7,0.0007002638522427441,6.673
Metal,339,Medium,1,0.61,1.695,5,0.0017994100294985251,5.39
Glass,386,High,1,0.579,1.93,6,0.0014999999999999998,6.421
Bioplastic,1926,Low,0,1.348,9.63,7,0.0006998961578400831,5.652
Plastic,554,Medium,1,1.163,2.77,2,0.00209927797833935,1.837
Paper,1831,High,1,1.648,9.155,9,0.0009000546149645002,8.352
Plastic,598,Medium,0,1.256,2.99,2,0.0021003344481605353,0.744
Plastic,1967,Low,1,4.131,9.835,2,0.0021001525165226234,-1.1310000000000002
Plastic,587,Low,1,1.233,2.935,2,0.0021005110732538333,1.767
Plastic,657,High,1,1.38,3.285,2,0.002100456621004566,1.62
Plastic,1298,Medium,1,2.726,6.49,2,0.0021001540832049307,0.274
Paper,1135,Medium,1,1.022,5.675,9,0.0009004405286343613,8.978
Metal,780,Low,1,1.404,3.9,5,0.0018,4.596
Plastic,714,Low,1,1.499,3.57,2,0.0020994397759103644,1.501
Metal,920,Low,1,1.656,4.6,5,0.0018,4.344
Glass,1600,Low,1,2.4,8.0,6,0.0015,4.6
Bioplastic,1440,Medium,1,1.008,7.2,7,0.0007,6.992
Glass,1889,High,1,2.833,9.445,6,0.0014997353096876656,4.167
Metal,631,Low,1,1.136,3.155,5,0.0018003169572107763,4.864
Bioplastic,1588,Low,0,1.112,7.94,7,0.0007002518891687658,5.888
Metal,1085,High,1,1.953,5.425,5,0.0018000000000000002,4.047
Ceramic,870,Low,1,1.044,4.35,5,0.0012000000000000001,4.9559999999999995
Metal,935,Medium,1,1.683,4.675,5,0.0018,4.317
Ceramic,447,High,1,0.536,2.235,5,0.0011991051454138704,5.464
Ceramic,1277,High,1,1.532,6.385,5,0.0011996867658574785,4.468
Glass,154,Low,1,0.231,0.77,6,0.0015,6.769
Paper,141,Medium,1,0.127,0.705,9,0.0009007092198581561,9.873
Ceramic,1162,High,0,1.394,5.81,5,0.001199655765920826,3.606
Paper,658,Medium,1,0.592,3.29,9,0.0008996960486322188,9.408
Paper,589,Low,1,0.53,2.945,9,0.000899830220713073,9.47
Glass,1601,Low,1,2.401,8.005,6,0.0014996876951905058,4.599
Plastic,187,High,1,0.393,0.935,2,0.0021016042780748665,2.607
Ceramic,1992,Low,0,2.39,9.96,5,0.0011997991967871487,2.61
Bioplastic,1966,Low,1,1.376,9.83,7,0.0006998982706002034,6.6240000000000006
Plastic,1645,High,1,3.454,8.225,2,0.0020996960486322188,-0.4540000000000002
Metal,1631,High,1,2.936,8.155,5,0.001800122624156959,3.064
Ceramic,1636,Low,1,1.963,8.18,5,0.001199877750611247,4.037
Metal,896,Medium,1,1.613,4.48,5,0.0018002232142857143,4.3870000000000005
Plastic,1509,Medium,1,3.169,7.545,2,0.0021000662690523527,-0.16900000000000004
Glass,482,Low,1,0.723,2.41,6,0.0015,6.277
Ceramic,1677,Low,1,2.012,8.385,5,0.0011997614788312463,3.988
Glass,1269,Medium,1,1.903,6.345,6,0.0014996059889676912,5.0969999999999995
Bioplastic,566,Medium,1,0.396,2.83,7,0.0006996466431095407,7.604
Glass,1991,Medium,1,2.986,9.955,6,0.0014997488699146158,4.013999999999999
Bioplastic,590,Low,0,0.413,2.95,7,0.0007,6.587
Ceramic,1243,High,1,1.492,6.215,5,0.0012003218020917136,4.508
Plastic,535,Low,1,1.123,2.675,2,0.0020990654205607475,1.877
Bioplastic,1602,Medium,1,1.121,8.01,7,0.0006997503121098627,6.879
Bioplastic,1219,High,0,0.853,6.095,7,0.0006997538966365874,6.147
Paper,865,Medium,1,0.778,4.325,9,0.0008994219653179191,9.222
Plastic,1210,High,1,2.541,6.05,2,0.0021,0.4590000000000001
Glass,318,High,1,0.477,1.59,6,0.0015,6.523
Metal,290,Low,1,0.522,1.45,5,0.0018000000000000002,5.478
Ceramic,1516,Medium,1,1.819,7.58,5,0.001199868073878628,4.181
Metal,173,Low,0,0.311,0.865,5,0.0017976878612716762,4.689
Plastic,1659,High,1,3.484,8.295,2,0.0021000602772754673,-0.484
Paper,374,Low,0,0.337,1.87,9,0.0009010695187165776,8.663
Paper,162,Medium,1,0.146,0.81,9,0.0009012345679012345,9.854
Paper,1106,Medium,1,0.995,5.53,9,0.0008996383363471971,9.005
Metal,839,Low,1,1.51,4.195,5,0.001799761620977354,4.49
Metal,749,Medium,1,1.348,3.745,5,0.0017997329773030708,4.652
Paper,1293,Medium,1,1.164,6.465,9,0.0009002320185614849,8.836
Metal,1405,Low,1,2.529,7.025,5,0.0018,3.471
Paper,1914,High,1,1.723,9.57,9,0.000900208986415883,8.277
Metal,537,Low,1,0.967,2.685,5,0.0018007448789571694,5.033
Glass,1312,High,1,1.968,6.56,6,0.0015,5.032
Bioplastic,1154,Low,1,0.808,5.77,7,0.0007001733102253034,7.192
Ceramic,957,Low,0,1.148,4.785,5,0.001199582027168234,3.8520000000000003
Paper,211,Medium,0,0.19,1.055,9,0.0009004739336492891,8.81
Bioplastic,842,Low,1,0.589,4.21,7,0.0006995249406175772,7.411
Bioplastic,1470,Low,0,1.029,7.35,7,0.0007,5.971
Plastic,1938,High,1,4.07,9.69,2,0.002100103199174407,-1.0700000000000003
Paper,1886,Medium,1,1.697,9.43,9,0.0008997879109225876,8.303
Paper,1218,High,1,1.096,6.09,9,0.0008998357963875206,8.904
Bioplastic,1061,Medium,0,0.743,5.305,7,0.0007002827521206409,6.257
Glass,257,Low,1,0.386,1.285,6,0.0015019455252918289,6.614
Paper,1734,Medium,0,1.561,8.67,9,0.000900230680507497,7.439
Ceramic,559,Medium,1,0.671,2.795,5,0.0012003577817531307,5.329
Ceramic,850,High,1,1.02,4.25,5,0.0012000000000000001,4.98
Plastic,374,Medium,1,0.785,1.87,2,0.0020989304812834226,2.215
Glass,438,Low,1,0.657,2.19,6,0.0015,6.343
Paper,1487,Low,1,1.338,7.435,9,0.0008997982515131137,8.661999999999999
Plastic,1656,Low,1,3.478,8.28,2,0.00210024154589372,-0.4780000000000002
Ceramic,147,Low,1,0.176,0.735,5,0.0011972789115646258,5.824
Ceramic,1297,High,1,1.556,6.485,5,0.001199691595990748,4.444
Metal,920,Medium,0,1.656,4.6,5,0.0018,3.3440000000000003
Bioplastic,873,Low,1,0.611,4.365,7,0.000699885452462772,7.389
Paper,1091,High,0,0.982,5.455,9,0.0009000916590284143,8.018
Paper,160,Low,1,0.144,0.8,9,0.0009,9.856
Plastic,1144,Medium,1,2.402,5.72,2,0.0020996503496503497,0.5979999999999999
Ceramic,1868,Medium,0,2.242,9.34,5,0.0012002141327623127,2.758
Metal,258,High,1,0.464,1.29,5,0.0017984496124031008,5.536
Plastic,1210,Medium,1,2.541,6.05,2,0.0021,0.4590000000000001
Glass,265,Medium,1,0.398,1.325,6,0.0015018867924528304,6.602
Plastic,1574,Medium,0,3.305,7.87,2,0.002099745870393901,-1.3050000000000002
Bioplastic,1122,Medium,1,0.785,5.61,7,0.0006996434937611408,7.215
Ceramic,129,Low,1,0.155,0.645,5,0.0012015503875968993,5.845
Metal,192,Low,1,0.346,0.96,5,0.0018020833333333333,5.654
Ceramic,1101,Low,1,1.321,5.505,5,0.0011998183469573115,4.679
Ceramic,1053,Low,1,1.264,5.265,5,0.0012003798670465336,4.736
Bioplastic,418,Low,1,0.293,2.09,7,0.000700956937799043,7.707
Metal,513,Medium,0,0.923,2.565,5,0.0017992202729044835,4.077
Paper,1914,Low,1,1.723,9.57,9,0.000900208986415883,8.277
Bioplastic,601,Medium,1,0.421,3.005,7,0.0007004991680532445,7.579
Glass,167,Low,1,0.251,0.835,6,0.0015029940119760479,6.749
Glass,1047,Low,1,1.571,5.235,6,0.0015004775549188156,5.429
Paper,1632,Low,1,1.469,8.16,9,0.0009001225490196079,8.531
Paper,1684,Medium,1,1.516,8.42,9,0.0009002375296912114,8.484
Glass,1804,Low,1,2.706,9.02,6,0.0015,4.2940000000000005
Bioplastic,1593,Low,1,1.115,7.965,7,0.0006999372253609542,6.885
Plastic,874,Medium,0,1.835,4.37,2,0.00209954233409611,0.16500000000000004
Paper,623,High,1,0.561,3.115,9,0.0009004815409309792,9.439
Bioplastic,1633,Low,1,1.143,8.165,7,0.0006999387630128598,6.857
Bioplastic,296,Medium,1,0.207,1.48,7,0.0006993243243243243,7.793
Metal,1885,Medium,1,3.393,9.425,5,0.0018,2.607
Ceramic,510,Medium,0,0.612,2.55,5,0.0012,4.388
Plastic,599,High,1,1.258,2.995,2,0.0021001669449081804,1.742
Paper,870,Low,1,0.783,4.35,9,0.0009000000000000001,9.217
Ceramic,490,Low,0,0.588,2.45,5,0.0012,4.412
Glass,1363,Low,1,2.045,6.815,6,0.0015003668378576669,4.955
Bioplastic,1936,Low,1,1.355,9.68,7,0.000699896694214876,6.645
Plastic,560,Medium,1,1.176,2.8,2,0.0021,1.824
Plastic,1696,Medium,1,3.562,8.48,2,0.002100235849056604,-0.5619999999999998
Glass,140,Low,0,0.21,0.7,6,0.0015,5.79
Paper,347,High,1,0.312,1.735,9,0.000899135446685879,9.688
Plastic,205,High,1,0.43,1.025,2,0.0020975609756097562,2.57
Metal,1014,Medium,1,1.825,5.07,5,0.0017998027613412228,4.175
Metal,185,Low,1,0.333,0.925,5,0.0018000000000000002,5.667
Glass,367,Medium,1,0.55,1.835,6,0.0014986376021798367,6.45
Ceramic,1228,Medium,1,1.474,6.14,5,0.0012003257328990229,4.526
Ceramic,1293,Low,1,1.552,6.465,5,0.00120030935808198,4.448
Plastic,755,Medium,1,1.585,3.775,2,0.002099337748344371,1.415
Metal,800,Low,1,1.44,4.0,5,0.0018,4.5600000000000005
Bioplastic,587,High,1,0.411,2.935,7,0.0007001703577512777,7.589
Metal,227,Medium,1,0.409,1.135,5,0.0018017621145374448,5.591
Bioplastic,1254,Medium,1,0.878,6.27,7,0.0007001594896331739,7.122
Plastic,761,Low,1,1.598,3.805,2,0.002099868593955322,1.402
Plastic,1441,Medium,0,3.026,7.205,2,0.0020999306037473974,-1.0259999999999998
Ceramic,942,Low,1,1.13,4.71,5,0.0011995753715498938,4.87
Plastic,1368,Medium,1,2.873,6.84,2,0.0021001461988304094,0.12699999999999978
Glass,1041,Low,1,1.562,5.205,6,0.001500480307396734,5.438
Glass,1144,Low,1,1.716,5.72,6,0.0015,5.284
Metal,1286,Low,1,2.315,6.43,5,0.0018001555209953342,3.685
Glass,1193,High,1,1.79,5.965,6,0.0015004191114836548,5.21
Bioplastic,1047,Medium,0,0.733,5.235,7,0.0007000955109837631,6.267
Plastic,1774,High,0,3.725,8.87,2,0.0020997745208568208,-1.725
Plastic,159,High,0,0.334,0.795,2,0.0021006289308176103,1.666
Bioplastic,974,Medium,1,0.682,4.87,7,0.0007002053388090349,7.318
Ceramic,442,Low,1,0.53,2.21,5,0.0011990950226244345,5.47
Paper,1774,High,1,1.597,8.87,9,0.0009002254791431793,8.403
Metal,1091,Low,1,1.964,5.455,5,0.0018001833180568286,4.036
Plastic,1763,Medium,1,3.702,8.815,2,0.0020998298355076575,-0.702
Ceramic,1287,Medium,0,1.544,6.435,5,0.0011996891996891997,3.456
Glass,1571,Low,1,2.357,7.855,6,0.0015003182686187143,4.643
Ceramic,1280,Medium,1,1.536,6.4,5,0.0012000000000000001,4.464
Paper,1584,Medium,0,1.426,7.92,9,0.0009002525252525252,7.574
Bioplastic,1607,Low,1,1.125,8.035,7,0.0007000622277535781,6.875
Metal,1176,High,0,2.117,5.88,5,0.0018001700680272108,2.883
Plastic,1004,Medium,0,2.108,5.02,2,0.002099601593625498,-0.1080000000000001
Metal,533,Low,1,0.959,2.665,5,0.0017992495309568479,5.041
Paper,163,High,1,0.147,0.815,9,0.0009018404907975459,9.853
Glass,1954,Medium,1,2.931,9.77,6,0.0015,4.069
Glass,148,Low,1,0.222,0.74,6,0.0015,6.778
Bioplastic,1132,Low,1,0.792,5.66,7,0.0006996466431095407,7.208
Bioplastic,1907,Medium,1,1.335,9.535,7,0.0007000524383848978,6.665
Plastic,837,High,0,1.758,4.185,2,0.002100358422939068,0.242
Ceramic,527,Medium,1,0.632,2.635,5,0.0011992409867172676,5.368
Glass,1439,Low,0,2.159,7.195,6,0.0015003474635163308,3.841
Ceramic,570,Low,0,0.684,2.85,5,0.0012000000000000001,4.316
Ceramic,1756,Medium,1,2.107,8.78,5,0.0011998861047835992,3.893
Metal,1432,Low,1,2.578,7.16,5,0.0018002793296089383,3.422
Bioplastic,1026,Medium,1,0.718,5.13,7,0.0006998050682261208,7.282
Glass,929,Medium,1,1.393,4.645,6,0.0014994617868675996,5.607
Bioplastic,1576,Low,1,1.103,7.88,7,0.0006998730964467005,6.897
Paper,430,Low,0,0.387,2.15,9,0.0009,8.613
Metal,324,Low,1,0.583,1.62,5,0.0017993827160493825,5.417
Glass,704,Medium,1,1.056,3.52,6,0.0015,5.944
Paper,1974,Medium,1,1.777,9.87,9,0.0009002026342451874,8.223
Ceramic,844,High,0,1.013,4.22,5,0.0012002369668246444,3.987
Metal,914,Low,0,1.645,4.57,5,0.001799781181619256,3.355
Glass,1369,Low,1,2.054,6.845,6,0.0015003652300949596,4.946
Ceramic,856,Low,0,1.027,4.28,5,0.001199766355140187,3.973
Glass,125,Medium,0,0.188,0.625,6,0.001504,5.812
Glass,389,Low,1,0.584,1.945,6,0.0015012853470437017,6.416
Plastic,1702,Low,1,3.574,8.51,2,0.002099882491186839,-0.5739999999999998
Glass,1140,Medium,1,1.71,5.7,6,0.0015,5.29
Glass,1536,Low,0,2.304,7.68,6,0.0014999999999999998,3.696
Bioplastic,514,High,1,0.36,2.57,7,0.0007003891050583657,7.64
Metal,150,High,1,0.27,0.75,5,0.0018000000000000002,5.73
Ceramic,1242,Low,1,1.49,6.21,5,0.0011996779388083736,4.51
Plastic,1705,Medium,1,3.58,8.525,2,0.002099706744868035,-0.5800000000000001
Plastic,435,Low,1,0.913,2.175,2,0.0020988505747126436,2.0869999999999997
